Date,Open,High,Low,Close,Volume,Adj Close
2023-12-22,473.8599853515625,475.3800048828125,471.70001220703125,473.6499938964844,67160400,462.22332763671875
2023-12-26,474.07000732421875,476.5799865722656,473.989990234375,475.6499938964844,55387000,464.1750793457031
2023-12-27,475.44000244140625,476.6600036621094,474.8900146484375,476.510009765625,68000300,465.01434326171875
2023-12-28,476.8800048828125,477.54998779296875,476.260009765625,476.69000244140625,77158100,465.1899719238281
2023-12-29,476.489990234375,477.0299987792969,473.29998779296875,475.30999755859375,122283100,463.84326171875
2024-01-02,472.1600036621094,473.6700134277344,470.489990234375,472.6499938964844,123623700,461.2474365234375
2024-01-03,470.42999267578125,471.19000244140625,468.1700134277344,468.7900085449219,103585900,457.4805908203125
2024-01-04,468.29998779296875,470.9599914550781,467.04998779296875,467.2799987792969,84232200,456.00701904296875
2024-01-05,467.489990234375,470.44000244140625,466.42999267578125,467.9200134277344,86118900,456.631591796875
2024-01-08,468.42999267578125,474.75,468.29998779296875,474.6000061035156,74879100,463.1504211425781
2024-01-09,471.8699951171875,474.92999267578125,471.3500061035156,473.8800048828125,65931400,462.44775390625
2024-01-10,474.1600036621094,477.45001220703125,473.8699951171875,476.55999755859375,67310600,465.0631408691406
2024-01-11,477.5899963378906,478.1199951171875,472.260009765625,476.3500061035156,77940700,464.8581848144531
2024-01-12,477.8399963378906,478.6000061035156,475.2300109863281,476.67999267578125,58026400,465.18023681640625
2024-01-16,475.260009765625,476.6099853515625,473.05999755859375,474.92999267578125,85014900,463.472412109375
2024-01-17,471.82000732421875,472.7900085449219,469.8699951171875,472.2900085449219,68843900,460.8961486816406
2024-01-18,474.010009765625,477.05999755859375,472.4200134277344,476.489990234375,91856200,464.99481201171875
2024-01-19,477.6499938964844,482.7200012207031,476.5400085449219,482.42999267578125,110834500,470.7914733886719
2024-01-22,484.010009765625,485.2200012207031,482.7799987792969,483.45001220703125,75844900,471.78692626953125
2024-01-23,484.010009765625,485.1099853515625,482.8900146484375,484.8599853515625,49945300,473.1629333496094
2024-01-24,487.80999755859375,488.7699890136719,484.8800048828125,485.3900146484375,81765000,473.6800842285156
2024-01-25,487.5799865722656,488.30999755859375,485.3900146484375,488.0299987792969,72525000,476.2564392089844
2024-01-26,487.5899963378906,489.1199951171875,486.5400085449219,487.4100036621094,76641600,475.6513671875
2024-01-29,487.7300109863281,491.4200134277344,487.1700134277344,491.2699890136719,61322800,479.4182434082031
2024-01-30,490.55999755859375,491.6199951171875,490.1099853515625,490.8900146484375,58618400,479.04742431640625
2024-01-31,488.6199951171875,489.0799865722656,482.8599853515625,482.8800048828125,126011100,471.23065185546875
2024-02-01,484.6300048828125,489.2300109863281,483.79998779296875,489.20001220703125,91891600,477.3982238769531
2024-02-02,489.6499938964844,496.04998779296875,489.29998779296875,494.3500061035156,99228200,482.4239501953125
2024-02-05,493.70001220703125,494.3800048828125,490.2300109863281,492.54998779296875,75757100,480.6673889160156
2024-02-06,493.5199890136719,494.32000732421875,492.04998779296875,493.9800109863281,55918600,482.06292724609375
2024-02-07,496.2900085449219,498.5299987792969,495.3599853515625,498.1000061035156,70556500,486.08349609375
2024-02-08,498.1000061035156,498.7099914550781,497.260009765625,498.32000732421875,52343600,486.2981262207031
2024-02-09,498.8399963378906,501.6499938964844,498.489990234375,501.20001220703125,63979400,489.1087341308594
2024-02-12,501.1700134277344,503.5,500.239990234375,500.9800109863281,56502300,488.89398193359375
2024-02-13,494.5299987792969,497.0899963378906,490.7200012207031,494.0799865722656,113099200,482.16046142578125
2024-02-14,496.7900085449219,499.07000732421875,494.3999938964844,498.57000732421875,68387800,486.5421447753906
2024-02-15,499.2900085449219,502.20001220703125,498.79998779296875,502.010009765625,61683000,489.8991394042969
2024-02-16,501.70001220703125,502.8699951171875,498.75,499.510009765625,75532900,487.45947265625
2024-02-20,497.7200012207031,498.4100036621094,494.45001220703125,496.760009765625,71736700,484.77581787109375
2024-02-21,495.4200134277344,497.3699951171875,493.55999755859375,497.2099914550781,59293400,485.2149353027344
2024-02-22,504.010009765625,508.489990234375,503.0199890136719,507.5,76402500,495.2566833496094
2024-02-23,509.2699890136719,510.1300048828125,507.1000061035156,507.8500061035156,61321800,495.5982971191406
2024-02-26,508.29998779296875,508.75,505.8599853515625,505.989990234375,50386700,493.78314208984375
2024-02-27,506.70001220703125,507.1600036621094,504.75,506.92999267578125,48854500,494.7004699707031
2024-02-28,505.3299865722656,506.8599853515625,504.9599914550781,506.260009765625,56506600,494.046630859375
2024-02-29,508.07000732421875,509.739990234375,505.3500061035156,508.0799865722656,83924800,495.82269287109375
2024-03-01,508.9800109863281,513.2899780273438,508.55999755859375,512.8499755859375,76844800,500.47760009765625
2024-03-04,512.030029296875,514.2000122070312,512.0,512.2999877929688,49799300,499.94091796875
2024-03-05,510.239990234375,510.70001220703125,504.9100036621094,507.17999267578125,72855600,494.9444274902344
2024-03-06,510.54998779296875,512.0700073242188,508.4200134277344,509.75,68382400,497.4524230957031
2024-03-07,513.1400146484375,515.8900146484375,509.80999755859375,514.8099975585938,58652100,502.39031982421875
2024-03-08,515.4600219726562,518.219970703125,511.1300048828125,511.7200012207031,86532500,499.3748779296875
2024-03-11,510.4800109863281,511.8800048828125,508.5,511.2799987792969,62557200,498.9455261230469
2024-03-12,513.4500122070312,517.3800048828125,510.8599853515625,516.780029296875,73114400,504.3128662109375
2024-03-13,517.1099853515625,517.2899780273438,514.489990234375,515.969970703125,55104100,503.5223693847656
2024-03-14,516.969970703125,517.1300048828125,511.82000732421875,514.9500122070312,110171800,502.52691650390625
2024-03-15,510.2099914550781,511.70001220703125,508.1199951171875,509.8299865722656,107646300,499.07635498046875
2024-03-18,514.0,515.47998046875,512.4400024414062,512.8599853515625,88893300,502.04241943359375
2024-03-19,512.1500244140625,516.0,511.1199951171875,515.7100219726562,60755300,504.83233642578125
